Id,Label,Type
word_성분,성분,Word
doc_48188,Document 48188,Document
doc_17620,Document 17620,Document
doc_23581,Document 23581,Document
doc_7179,Document 7179,Document
doc_34713,Document 34713,Document
doc_9456,Document 9456,Document
doc_47131,Document 47131,Document
doc_405,Document 405,Document
doc_25301,Document 25301,Document
doc_49085,Document 49085,Document
doc_39371,Document 39371,Document
doc_7419,Document 7419,Document
doc_17600,Document 17600,Document
doc_47351,Document 47351,Document
doc_56663,Document 56663,Document
doc_18658,Document 18658,Document
doc_34300,Document 34300,Document
doc_15538,Document 15538,Document
doc_3769,Document 3769,Document
doc_34467,Document 34467,Document
doc_45885,Document 45885,Document
doc_55026,Document 55026,Document
doc_25871,Document 25871,Document
doc_40454,Document 40454,Document
doc_5928,Document 5928,Document
doc_9871,Document 9871,Document
doc_40246,Document 40246,Document
doc_21736,Document 21736,Document
doc_39914,Document 39914,Document
doc_1963,Document 1963,Document
doc_44506,Document 44506,Document
doc_23490,Document 23490,Document
doc_33961,Document 33961,Document
doc_3285,Document 3285,Document
doc_27338,Document 27338,Document
doc_24600,Document 24600,Document
doc_7881,Document 7881,Document
doc_18319,Document 18319,Document
doc_39167,Document 39167,Document
doc_32013,Document 32013,Document
doc_2496,Document 2496,Document
doc_19845,Document 19845,Document
doc_8364,Document 8364,Document
doc_4556,Document 4556,Document
doc_6332,Document 6332,Document
doc_57594,Document 57594,Document
doc_19120,Document 19120,Document
doc_12497,Document 12497,Document
doc_29687,Document 29687,Document
doc_30686,Document 30686,Document
doc_40560,Document 40560,Document
doc_27398,Document 27398,Document
doc_16430,Document 16430,Document
doc_53733,Document 53733,Document
doc_50394,Document 50394,Document
doc_7669,Document 7669,Document
doc_48574,Document 48574,Document
doc_26315,Document 26315,Document
doc_1591,Document 1591,Document
doc_49618,Document 49618,Document
doc_9088,Document 9088,Document
doc_38564,Document 38564,Document
doc_320,Document 320,Document
doc_53714,Document 53714,Document
doc_8798,Document 8798,Document
doc_49998,Document 49998,Document
doc_38661,Document 38661,Document
doc_30369,Document 30369,Document
doc_36918,Document 36918,Document
doc_30760,Document 30760,Document
doc_2974,Document 2974,Document
doc_24970,Document 24970,Document
doc_57708,Document 57708,Document
doc_49836,Document 49836,Document
doc_2241,Document 2241,Document
doc_19146,Document 19146,Document
doc_2775,Document 2775,Document
doc_50892,Document 50892,Document
doc_13529,Document 13529,Document
doc_3690,Document 3690,Document
doc_36633,Document 36633,Document
doc_15099,Document 15099,Document
doc_29942,Document 29942,Document
doc_19730,Document 19730,Document
doc_19309,Document 19309,Document
doc_51358,Document 51358,Document
doc_28290,Document 28290,Document
doc_10381,Document 10381,Document
doc_56374,Document 56374,Document
doc_4559,Document 4559,Document
doc_54838,Document 54838,Document
doc_31410,Document 31410,Document
doc_20608,Document 20608,Document
doc_35050,Document 35050,Document
doc_9212,Document 9212,Document
doc_54496,Document 54496,Document
doc_22307,Document 22307,Document
doc_17649,Document 17649,Document
doc_32857,Document 32857,Document
doc_23542,Document 23542,Document
doc_51007,Document 51007,Document
doc_40292,Document 40292,Document
doc_40652,Document 40652,Document
doc_4978,Document 4978,Document
doc_15738,Document 15738,Document
doc_26923,Document 26923,Document
doc_27659,Document 27659,Document
doc_53677,Document 53677,Document
doc_28574,Document 28574,Document
doc_33954,Document 33954,Document
doc_44715,Document 44715,Document
doc_10645,Document 10645,Document
doc_15369,Document 15369,Document
doc_55384,Document 55384,Document
doc_28067,Document 28067,Document
doc_19388,Document 19388,Document
doc_21977,Document 21977,Document
doc_53844,Document 53844,Document
doc_6447,Document 6447,Document
doc_31375,Document 31375,Document
doc_55545,Document 55545,Document
doc_2837,Document 2837,Document
doc_44907,Document 44907,Document
doc_57044,Document 57044,Document
doc_4840,Document 4840,Document
doc_44774,Document 44774,Document
doc_41060,Document 41060,Document
doc_27200,Document 27200,Document
doc_26952,Document 26952,Document
doc_38483,Document 38483,Document
doc_39529,Document 39529,Document
doc_52833,Document 52833,Document
doc_1697,Document 1697,Document
doc_38806,Document 38806,Document
doc_18944,Document 18944,Document
doc_53910,Document 53910,Document
doc_16091,Document 16091,Document
doc_35998,Document 35998,Document
doc_29557,Document 29557,Document
doc_15077,Document 15077,Document
doc_28629,Document 28629,Document
doc_29965,Document 29965,Document
doc_13016,Document 13016,Document
doc_46330,Document 46330,Document
doc_33006,Document 33006,Document
doc_31588,Document 31588,Document
doc_3471,Document 3471,Document
doc_8914,Document 8914,Document
doc_33743,Document 33743,Document
doc_19114,Document 19114,Document
doc_50462,Document 50462,Document
doc_3512,Document 3512,Document
doc_29996,Document 29996,Document
doc_8648,Document 8648,Document
doc_14546,Document 14546,Document
doc_55774,Document 55774,Document
doc_714,Document 714,Document
doc_36719,Document 36719,Document
doc_29386,Document 29386,Document
doc_36577,Document 36577,Document
doc_43248,Document 43248,Document
doc_55753,Document 55753,Document
doc_25651,Document 25651,Document
doc_14822,Document 14822,Document
doc_25316,Document 25316,Document
doc_32945,Document 32945,Document
doc_8933,Document 8933,Document
doc_38608,Document 38608,Document
doc_3697,Document 3697,Document
doc_48755,Document 48755,Document
doc_17533,Document 17533,Document
doc_4409,Document 4409,Document
doc_38858,Document 38858,Document
doc_41355,Document 41355,Document
doc_36723,Document 36723,Document
doc_483,Document 483,Document
doc_27002,Document 27002,Document
doc_29047,Document 29047,Document
doc_13564,Document 13564,Document
doc_3583,Document 3583,Document
doc_52983,Document 52983,Document
doc_57666,Document 57666,Document
doc_49246,Document 49246,Document
doc_3491,Document 3491,Document
doc_31973,Document 31973,Document
doc_35947,Document 35947,Document
doc_51071,Document 51071,Document
doc_54563,Document 54563,Document
doc_25924,Document 25924,Document
doc_42382,Document 42382,Document
doc_14711,Document 14711,Document
doc_26429,Document 26429,Document
doc_56230,Document 56230,Document
doc_39636,Document 39636,Document
doc_12182,Document 12182,Document
doc_33531,Document 33531,Document
doc_49255,Document 49255,Document
doc_45528,Document 45528,Document
doc_20954,Document 20954,Document
doc_17106,Document 17106,Document
doc_44006,Document 44006,Document
doc_28200,Document 28200,Document
doc_37000,Document 37000,Document
doc_47041,Document 47041,Document
doc_24870,Document 24870,Document
doc_38813,Document 38813,Document
doc_4157,Document 4157,Document
doc_53293,Document 53293,Document
doc_35250,Document 35250,Document
doc_2341,Document 2341,Document
doc_30876,Document 30876,Document
doc_39212,Document 39212,Document
doc_51594,Document 51594,Document
doc_43193,Document 43193,Document
doc_52124,Document 52124,Document
doc_14598,Document 14598,Document
doc_4673,Document 4673,Document
doc_33437,Document 33437,Document
doc_32919,Document 32919,Document
doc_5926,Document 5926,Document
doc_13683,Document 13683,Document
doc_54931,Document 54931,Document
doc_8629,Document 8629,Document
doc_41763,Document 41763,Document
doc_52659,Document 52659,Document
doc_48204,Document 48204,Document
doc_40180,Document 40180,Document
doc_10649,Document 10649,Document
doc_8945,Document 8945,Document
doc_51532,Document 51532,Document
doc_17144,Document 17144,Document
doc_45442,Document 45442,Document
doc_55187,Document 55187,Document
doc_14200,Document 14200,Document
doc_30026,Document 30026,Document
doc_46425,Document 46425,Document
doc_52031,Document 52031,Document
doc_52726,Document 52726,Document
doc_35161,Document 35161,Document
doc_30101,Document 30101,Document
doc_22864,Document 22864,Document
doc_55266,Document 55266,Document
doc_22228,Document 22228,Document
doc_24385,Document 24385,Document
doc_3173,Document 3173,Document
doc_18212,Document 18212,Document
doc_17140,Document 17140,Document
doc_8793,Document 8793,Document
doc_27978,Document 27978,Document
doc_29617,Document 29617,Document
doc_29894,Document 29894,Document
doc_38542,Document 38542,Document
doc_43996,Document 43996,Document
doc_51379,Document 51379,Document
doc_5352,Document 5352,Document
doc_55685,Document 55685,Document
doc_36298,Document 36298,Document
doc_7091,Document 7091,Document
doc_37243,Document 37243,Document
doc_38703,Document 38703,Document
doc_33884,Document 33884,Document
doc_47957,Document 47957,Document
doc_31379,Document 31379,Document
doc_52843,Document 52843,Document
doc_43865,Document 43865,Document
doc_2456,Document 2456,Document
doc_29964,Document 29964,Document
doc_341,Document 341,Document
doc_29354,Document 29354,Document
doc_13546,Document 13546,Document
doc_24211,Document 24211,Document
doc_38666,Document 38666,Document
doc_27335,Document 27335,Document
doc_54411,Document 54411,Document
doc_40038,Document 40038,Document
doc_48153,Document 48153,Document
doc_57489,Document 57489,Document
doc_41037,Document 41037,Document
doc_10570,Document 10570,Document
doc_2453,Document 2453,Document
doc_21839,Document 21839,Document
doc_24257,Document 24257,Document
doc_55496,Document 55496,Document
doc_13086,Document 13086,Document
doc_37108,Document 37108,Document
doc_9591,Document 9591,Document
doc_14938,Document 14938,Document
doc_36095,Document 36095,Document
doc_48186,Document 48186,Document
doc_9010,Document 9010,Document
doc_2211,Document 2211,Document
doc_52824,Document 52824,Document
doc_31261,Document 31261,Document
doc_29715,Document 29715,Document
doc_1486,Document 1486,Document
doc_4953,Document 4953,Document
doc_10275,Document 10275,Document
doc_13660,Document 13660,Document
doc_20772,Document 20772,Document
doc_50367,Document 50367,Document
doc_31400,Document 31400,Document
doc_12912,Document 12912,Document
doc_25918,Document 25918,Document
doc_34015,Document 34015,Document
doc_467,Document 467,Document
doc_2512,Document 2512,Document
doc_47219,Document 47219,Document
doc_24100,Document 24100,Document
doc_26504,Document 26504,Document
doc_16611,Document 16611,Document
doc_1091,Document 1091,Document
doc_14110,Document 14110,Document
doc_14032,Document 14032,Document
doc_26184,Document 26184,Document
doc_25405,Document 25405,Document
doc_14253,Document 14253,Document
doc_23908,Document 23908,Document
doc_13279,Document 13279,Document
doc_4083,Document 4083,Document
doc_30346,Document 30346,Document
doc_8038,Document 8038,Document
doc_18482,Document 18482,Document
doc_4522,Document 4522,Document
doc_16675,Document 16675,Document
doc_36387,Document 36387,Document
doc_1173,Document 1173,Document
doc_25765,Document 25765,Document
doc_12904,Document 12904,Document
doc_17682,Document 17682,Document
doc_56266,Document 56266,Document
doc_36048,Document 36048,Document
doc_2407,Document 2407,Document
doc_5989,Document 5989,Document
doc_19051,Document 19051,Document
doc_42291,Document 42291,Document
doc_45057,Document 45057,Document
doc_17818,Document 17818,Document
doc_17195,Document 17195,Document
doc_8952,Document 8952,Document
doc_12231,Document 12231,Document
doc_45030,Document 45030,Document
doc_45631,Document 45631,Document
doc_10117,Document 10117,Document
doc_17376,Document 17376,Document
doc_24046,Document 24046,Document
doc_11497,Document 11497,Document
doc_20400,Document 20400,Document
doc_46759,Document 46759,Document
doc_15346,Document 15346,Document
doc_55147,Document 55147,Document
doc_36469,Document 36469,Document
doc_37497,Document 37497,Document
doc_21682,Document 21682,Document
doc_40761,Document 40761,Document
doc_23318,Document 23318,Document
doc_51970,Document 51970,Document
doc_31570,Document 31570,Document
doc_38440,Document 38440,Document
doc_45039,Document 45039,Document
doc_10169,Document 10169,Document
doc_36660,Document 36660,Document
doc_31867,Document 31867,Document
doc_19716,Document 19716,Document
doc_41039,Document 41039,Document
doc_28000,Document 28000,Document
doc_42978,Document 42978,Document
doc_19395,Document 19395,Document
doc_51243,Document 51243,Document
doc_10227,Document 10227,Document
doc_24285,Document 24285,Document
doc_54075,Document 54075,Document
doc_50456,Document 50456,Document
doc_51514,Document 51514,Document
doc_41317,Document 41317,Document
doc_20886,Document 20886,Document
doc_23295,Document 23295,Document
doc_20096,Document 20096,Document
doc_17902,Document 17902,Document
doc_22251,Document 22251,Document
doc_41936,Document 41936,Document
doc_8842,Document 8842,Document
doc_14115,Document 14115,Document
doc_37983,Document 37983,Document
doc_25037,Document 25037,Document
doc_27593,Document 27593,Document
doc_36998,Document 36998,Document
doc_46442,Document 46442,Document
doc_47952,Document 47952,Document
doc_55944,Document 55944,Document
doc_19916,Document 19916,Document
doc_6678,Document 6678,Document
doc_12253,Document 12253,Document
doc_16290,Document 16290,Document
doc_24521,Document 24521,Document
doc_391,Document 391,Document
doc_24001,Document 24001,Document
doc_34083,Document 34083,Document
doc_10075,Document 10075,Document
doc_38398,Document 38398,Document
doc_9235,Document 9235,Document
doc_47299,Document 47299,Document
doc_1155,Document 1155,Document
doc_38269,Document 38269,Document
doc_50283,Document 50283,Document
doc_41376,Document 41376,Document
doc_27039,Document 27039,Document
doc_35111,Document 35111,Document
doc_54453,Document 54453,Document
doc_26804,Document 26804,Document
doc_16090,Document 16090,Document
doc_30367,Document 30367,Document
doc_16691,Document 16691,Document
doc_37387,Document 37387,Document
doc_39329,Document 39329,Document
doc_20389,Document 20389,Document
doc_44751,Document 44751,Document
doc_13700,Document 13700,Document
doc_2086,Document 2086,Document
doc_56576,Document 56576,Document
doc_23765,Document 23765,Document
doc_26068,Document 26068,Document
doc_50977,Document 50977,Document
doc_53747,Document 53747,Document
doc_53187,Document 53187,Document
doc_26405,Document 26405,Document
doc_11230,Document 11230,Document
doc_8327,Document 8327,Document
doc_26790,Document 26790,Document
doc_32582,Document 32582,Document
doc_50402,Document 50402,Document
doc_4790,Document 4790,Document
doc_15703,Document 15703,Document
doc_18299,Document 18299,Document
doc_36962,Document 36962,Document
doc_36784,Document 36784,Document
doc_16528,Document 16528,Document
doc_38188,Document 38188,Document
doc_27501,Document 27501,Document
doc_22069,Document 22069,Document
doc_28167,Document 28167,Document
doc_36517,Document 36517,Document
doc_41144,Document 41144,Document
doc_45166,Document 45166,Document
doc_14980,Document 14980,Document
doc_27777,Document 27777,Document
doc_46340,Document 46340,Document
doc_4668,Document 4668,Document
doc_28396,Document 28396,Document
doc_57683,Document 57683,Document
doc_13883,Document 13883,Document
doc_41380,Document 41380,Document
doc_13674,Document 13674,Document
doc_45582,Document 45582,Document
doc_30846,Document 30846,Document
doc_953,Document 953,Document
doc_593,Document 593,Document
doc_4255,Document 4255,Document
doc_38821,Document 38821,Document
doc_25976,Document 25976,Document
doc_8931,Document 8931,Document
doc_4259,Document 4259,Document
doc_18019,Document 18019,Document
doc_15515,Document 15515,Document
doc_52956,Document 52956,Document
doc_54144,Document 54144,Document
doc_31218,Document 31218,Document
doc_39081,Document 39081,Document
doc_43271,Document 43271,Document
doc_46893,Document 46893,Document
doc_44785,Document 44785,Document
doc_33792,Document 33792,Document
doc_40828,Document 40828,Document
doc_47471,Document 47471,Document
doc_54752,Document 54752,Document
doc_49829,Document 49829,Document
doc_14730,Document 14730,Document
doc_38239,Document 38239,Document
doc_31479,Document 31479,Document
doc_16667,Document 16667,Document
doc_5897,Document 5897,Document
doc_14547,Document 14547,Document
doc_28913,Document 28913,Document
doc_5875,Document 5875,Document
doc_6616,Document 6616,Document
doc_7904,Document 7904,Document
doc_36344,Document 36344,Document
doc_41246,Document 41246,Document
doc_10404,Document 10404,Document
doc_46594,Document 46594,Document
doc_50817,Document 50817,Document
doc_34353,Document 34353,Document
doc_1303,Document 1303,Document
doc_48618,Document 48618,Document
doc_24736,Document 24736,Document
doc_25347,Document 25347,Document
doc_13722,Document 13722,Document
doc_6826,Document 6826,Document
doc_34737,Document 34737,Document
doc_50164,Document 50164,Document
doc_44941,Document 44941,Document
doc_47275,Document 47275,Document
doc_57637,Document 57637,Document
doc_17177,Document 17177,Document
doc_32599,Document 32599,Document
doc_32495,Document 32495,Document
doc_8047,Document 8047,Document
doc_13217,Document 13217,Document
doc_26098,Document 26098,Document
doc_37340,Document 37340,Document
doc_38313,Document 38313,Document
doc_49879,Document 49879,Document
doc_50967,Document 50967,Document
doc_12866,Document 12866,Document
doc_51187,Document 51187,Document
doc_31599,Document 31599,Document
doc_38721,Document 38721,Document
doc_33524,Document 33524,Document
doc_48485,Document 48485,Document
doc_49873,Document 49873,Document
doc_52228,Document 52228,Document
doc_21879,Document 21879,Document
doc_16385,Document 16385,Document
doc_20559,Document 20559,Document
doc_13491,Document 13491,Document
doc_47259,Document 47259,Document
doc_29419,Document 29419,Document
doc_39597,Document 39597,Document
doc_11706,Document 11706,Document
doc_37312,Document 37312,Document
doc_9858,Document 9858,Document
doc_10811,Document 10811,Document
doc_410,Document 410,Document
doc_22927,Document 22927,Document
doc_11722,Document 11722,Document
doc_2484,Document 2484,Document
doc_54492,Document 54492,Document
doc_17538,Document 17538,Document
doc_47633,Document 47633,Document
doc_16539,Document 16539,Document
doc_37865,Document 37865,Document
doc_10632,Document 10632,Document
doc_39975,Document 39975,Document
doc_43944,Document 43944,Document
doc_13748,Document 13748,Document
doc_13465,Document 13465,Document
doc_36621,Document 36621,Document
doc_23177,Document 23177,Document
doc_52923,Document 52923,Document
doc_54196,Document 54196,Document
doc_31382,Document 31382,Document
doc_42082,Document 42082,Document
doc_6088,Document 6088,Document
doc_38780,Document 38780,Document
doc_16018,Document 16018,Document
doc_15222,Document 15222,Document
doc_13601,Document 13601,Document
doc_55344,Document 55344,Document
doc_52420,Document 52420,Document
doc_51291,Document 51291,Document
doc_48457,Document 48457,Document
doc_5026,Document 5026,Document
doc_20667,Document 20667,Document
doc_19668,Document 19668,Document
doc_28260,Document 28260,Document
doc_43826,Document 43826,Document
doc_27611,Document 27611,Document
doc_25197,Document 25197,Document
doc_17262,Document 17262,Document
doc_30017,Document 30017,Document
doc_30581,Document 30581,Document
doc_43480,Document 43480,Document
doc_50454,Document 50454,Document
doc_50897,Document 50897,Document
doc_206,Document 206,Document
doc_42669,Document 42669,Document
doc_37620,Document 37620,Document
doc_27843,Document 27843,Document
doc_55267,Document 55267,Document
doc_30749,Document 30749,Document
doc_54699,Document 54699,Document
doc_33649,Document 33649,Document
doc_30149,Document 30149,Document
doc_33292,Document 33292,Document
doc_50337,Document 50337,Document
doc_53619,Document 53619,Document
doc_14037,Document 14037,Document
doc_1064,Document 1064,Document
doc_33583,Document 33583,Document
doc_4512,Document 4512,Document
doc_22575,Document 22575,Document
doc_6082,Document 6082,Document
doc_7844,Document 7844,Document
doc_37903,Document 37903,Document
doc_46070,Document 46070,Document
doc_46150,Document 46150,Document
doc_29026,Document 29026,Document
doc_48966,Document 48966,Document
doc_51554,Document 51554,Document
doc_8860,Document 8860,Document
doc_6815,Document 6815,Document
doc_17405,Document 17405,Document
doc_42316,Document 42316,Document
doc_52242,Document 52242,Document
doc_53751,Document 53751,Document
doc_9881,Document 9881,Document
doc_21195,Document 21195,Document
doc_30327,Document 30327,Document
doc_37629,Document 37629,Document
doc_29962,Document 29962,Document
doc_43730,Document 43730,Document
doc_56498,Document 56498,Document
doc_36064,Document 36064,Document
doc_3303,Document 3303,Document
doc_49247,Document 49247,Document
doc_29708,Document 29708,Document
doc_44079,Document 44079,Document
doc_50332,Document 50332,Document
doc_8331,Document 8331,Document
doc_12218,Document 12218,Document
doc_37735,Document 37735,Document
doc_40834,Document 40834,Document
doc_13208,Document 13208,Document
doc_11719,Document 11719,Document
doc_15445,Document 15445,Document
doc_52638,Document 52638,Document
doc_45804,Document 45804,Document
doc_50146,Document 50146,Document
doc_50754,Document 50754,Document
doc_54161,Document 54161,Document
doc_30216,Document 30216,Document
doc_55265,Document 55265,Document
doc_37424,Document 37424,Document
doc_23545,Document 23545,Document
doc_32914,Document 32914,Document
doc_19612,Document 19612,Document
doc_20276,Document 20276,Document
doc_36358,Document 36358,Document
doc_40559,Document 40559,Document
doc_51730,Document 51730,Document
doc_38108,Document 38108,Document
doc_51246,Document 51246,Document
doc_2084,Document 2084,Document
doc_16483,Document 16483,Document
doc_16997,Document 16997,Document
doc_29598,Document 29598,Document
doc_37274,Document 37274,Document
doc_56407,Document 56407,Document
doc_25074,Document 25074,Document
doc_11811,Document 11811,Document
doc_23479,Document 23479,Document
doc_25883,Document 25883,Document
doc_53651,Document 53651,Document
doc_2395,Document 2395,Document
doc_21726,Document 21726,Document
doc_55021,Document 55021,Document
doc_28027,Document 28027,Document
doc_20502,Document 20502,Document
doc_38082,Document 38082,Document
doc_38309,Document 38309,Document
doc_43249,Document 43249,Document
doc_56332,Document 56332,Document
doc_45373,Document 45373,Document
doc_34152,Document 34152,Document
doc_32916,Document 32916,Document
doc_45887,Document 45887,Document
doc_41822,Document 41822,Document
doc_18026,Document 18026,Document
doc_52804,Document 52804,Document
doc_38637,Document 38637,Document
doc_27661,Document 27661,Document
doc_20697,Document 20697,Document
doc_25873,Document 25873,Document
doc_46125,Document 46125,Document
doc_33043,Document 33043,Document
doc_25338,Document 25338,Document
doc_1953,Document 1953,Document
doc_10582,Document 10582,Document
doc_49227,Document 49227,Document
doc_34287,Document 34287,Document
doc_29489,Document 29489,Document
doc_35358,Document 35358,Document
doc_39873,Document 39873,Document
doc_11376,Document 11376,Document
doc_26244,Document 26244,Document
doc_41446,Document 41446,Document
doc_19437,Document 19437,Document
doc_17227,Document 17227,Document
doc_32983,Document 32983,Document
doc_47929,Document 47929,Document
doc_2900,Document 2900,Document
doc_40896,Document 40896,Document
doc_39730,Document 39730,Document
doc_43130,Document 43130,Document
doc_45504,Document 45504,Document
doc_43363,Document 43363,Document
doc_53296,Document 53296,Document
doc_40322,Document 40322,Document
doc_21292,Document 21292,Document
doc_36975,Document 36975,Document
doc_11668,Document 11668,Document
doc_23793,Document 23793,Document
doc_14057,Document 14057,Document
doc_9301,Document 9301,Document
doc_17352,Document 17352,Document
doc_38698,Document 38698,Document
doc_41587,Document 41587,Document
doc_53226,Document 53226,Document
doc_39393,Document 39393,Document
doc_1548,Document 1548,Document
doc_8932,Document 8932,Document
doc_44518,Document 44518,Document
doc_38940,Document 38940,Document
doc_40023,Document 40023,Document
doc_33471,Document 33471,Document
doc_21015,Document 21015,Document
doc_31776,Document 31776,Document
doc_40313,Document 40313,Document
doc_43486,Document 43486,Document
doc_13446,Document 13446,Document
doc_36331,Document 36331,Document
doc_10292,Document 10292,Document
doc_12677,Document 12677,Document
doc_46518,Document 46518,Document
doc_52636,Document 52636,Document
doc_28781,Document 28781,Document
doc_28061,Document 28061,Document
doc_41683,Document 41683,Document
doc_35661,Document 35661,Document
doc_51339,Document 51339,Document
doc_35252,Document 35252,Document
doc_41263,Document 41263,Document
doc_23022,Document 23022,Document
doc_29852,Document 29852,Document
doc_10372,Document 10372,Document
doc_33330,Document 33330,Document
doc_41168,Document 41168,Document
doc_27852,Document 27852,Document
doc_53507,Document 53507,Document
doc_20429,Document 20429,Document
doc_8936,Document 8936,Document
doc_36000,Document 36000,Document
doc_8651,Document 8651,Document
doc_14914,Document 14914,Document
doc_48419,Document 48419,Document
doc_18176,Document 18176,Document
doc_4117,Document 4117,Document
doc_36145,Document 36145,Document
doc_40318,Document 40318,Document
doc_44013,Document 44013,Document
doc_50621,Document 50621,Document
doc_28137,Document 28137,Document
doc_12056,Document 12056,Document
doc_49753,Document 49753,Document
doc_37790,Document 37790,Document
doc_35976,Document 35976,Document
doc_45120,Document 45120,Document
doc_9350,Document 9350,Document
doc_40352,Document 40352,Document
doc_53557,Document 53557,Document
doc_50257,Document 50257,Document
doc_56512,Document 56512,Document
doc_32441,Document 32441,Document
doc_56121,Document 56121,Document
doc_11893,Document 11893,Document
doc_31694,Document 31694,Document
doc_46754,Document 46754,Document
doc_29503,Document 29503,Document
doc_37500,Document 37500,Document
doc_23193,Document 23193,Document
doc_51116,Document 51116,Document
doc_52686,Document 52686,Document
doc_191,Document 191,Document
doc_34451,Document 34451,Document
doc_22158,Document 22158,Document
doc_16433,Document 16433,Document
doc_3024,Document 3024,Document
doc_10080,Document 10080,Document
doc_10474,Document 10474,Document
doc_41805,Document 41805,Document
doc_45086,Document 45086,Document
doc_48061,Document 48061,Document
doc_34902,Document 34902,Document
doc_53075,Document 53075,Document
doc_21553,Document 21553,Document
doc_5602,Document 5602,Document
doc_45396,Document 45396,Document
doc_6609,Document 6609,Document
doc_479,Document 479,Document
doc_20931,Document 20931,Document
doc_24614,Document 24614,Document
doc_47093,Document 47093,Document
doc_57437,Document 57437,Document
doc_8881,Document 8881,Document
doc_7753,Document 7753,Document
doc_25241,Document 25241,Document
doc_17622,Document 17622,Document
doc_53330,Document 53330,Document
doc_45386,Document 45386,Document
doc_21765,Document 21765,Document
doc_45444,Document 45444,Document
doc_20206,Document 20206,Document
doc_23275,Document 23275,Document
doc_254,Document 254,Document
doc_42410,Document 42410,Document
doc_1879,Document 1879,Document
doc_6071,Document 6071,Document
doc_55728,Document 55728,Document
doc_45782,Document 45782,Document
doc_9628,Document 9628,Document
doc_52059,Document 52059,Document
doc_54622,Document 54622,Document
doc_45132,Document 45132,Document
doc_13278,Document 13278,Document
doc_27119,Document 27119,Document
doc_4207,Document 4207,Document
doc_32997,Document 32997,Document
doc_45859,Document 45859,Document
doc_24704,Document 24704,Document
doc_15282,Document 15282,Document
doc_6129,Document 6129,Document
doc_5741,Document 5741,Document
doc_6717,Document 6717,Document
doc_10374,Document 10374,Document
doc_50228,Document 50228,Document
doc_6417,Document 6417,Document
doc_28162,Document 28162,Document
doc_3437,Document 3437,Document
doc_45795,Document 45795,Document
doc_52385,Document 52385,Document
doc_24551,Document 24551,Document
doc_14242,Document 14242,Document
doc_11512,Document 11512,Document
doc_38376,Document 38376,Document
doc_17813,Document 17813,Document
doc_16279,Document 16279,Document
doc_29735,Document 29735,Document
doc_47535,Document 47535,Document
doc_38456,Document 38456,Document
doc_33491,Document 33491,Document
doc_1529,Document 1529,Document
doc_19155,Document 19155,Document
doc_37449,Document 37449,Document
doc_35232,Document 35232,Document
doc_15243,Document 15243,Document
doc_16625,Document 16625,Document
doc_3579,Document 3579,Document
doc_35646,Document 35646,Document
doc_16218,Document 16218,Document
doc_10393,Document 10393,Document
doc_30981,Document 30981,Document
doc_49600,Document 49600,Document
doc_43555,Document 43555,Document
doc_8277,Document 8277,Document
doc_15355,Document 15355,Document
doc_44278,Document 44278,Document
doc_27146,Document 27146,Document
doc_5344,Document 5344,Document
doc_11884,Document 11884,Document
doc_5092,Document 5092,Document
doc_28069,Document 28069,Document
doc_13424,Document 13424,Document
doc_55085,Document 55085,Document
doc_14931,Document 14931,Document
doc_34781,Document 34781,Document
doc_49782,Document 49782,Document
doc_4391,Document 4391,Document
doc_11121,Document 11121,Document
doc_12932,Document 12932,Document
doc_4853,Document 4853,Document
doc_1068,Document 1068,Document
doc_27233,Document 27233,Document
doc_40825,Document 40825,Document
doc_7656,Document 7656,Document
doc_55710,Document 55710,Document
doc_6160,Document 6160,Document
doc_11419,Document 11419,Document
doc_18264,Document 18264,Document
doc_42183,Document 42183,Document
doc_47246,Document 47246,Document
doc_57271,Document 57271,Document
doc_13765,Document 13765,Document
doc_38898,Document 38898,Document
doc_39275,Document 39275,Document
doc_48053,Document 48053,Document
doc_56620,Document 56620,Document
doc_31839,Document 31839,Document
doc_32552,Document 32552,Document
doc_16478,Document 16478,Document
doc_11938,Document 11938,Document
doc_24990,Document 24990,Document
doc_34191,Document 34191,Document
doc_46126,Document 46126,Document
doc_53115,Document 53115,Document
doc_53804,Document 53804,Document
doc_19932,Document 19932,Document
doc_54690,Document 54690,Document
doc_2710,Document 2710,Document
doc_17718,Document 17718,Document
doc_39705,Document 39705,Document
doc_26685,Document 26685,Document
doc_37617,Document 37617,Document
doc_23950,Document 23950,Document
doc_18376,Document 18376,Document
doc_40305,Document 40305,Document
doc_46081,Document 46081,Document
doc_22229,Document 22229,Document
doc_30520,Document 30520,Document
doc_29990,Document 29990,Document
doc_40448,Document 40448,Document
doc_51258,Document 51258,Document
doc_53656,Document 53656,Document
doc_26391,Document 26391,Document
doc_5488,Document 5488,Document
doc_14790,Document 14790,Document
doc_30039,Document 30039,Document
doc_30169,Document 30169,Document
doc_49596,Document 49596,Document
doc_10756,Document 10756,Document
doc_9319,Document 9319,Document
doc_39800,Document 39800,Document
doc_9153,Document 9153,Document
doc_15668,Document 15668,Document
doc_54082,Document 54082,Document
doc_37067,Document 37067,Document
doc_19053,Document 19053,Document
doc_20693,Document 20693,Document
doc_14499,Document 14499,Document
doc_41076,Document 41076,Document
doc_24576,Document 24576,Document
doc_36071,Document 36071,Document
doc_55979,Document 55979,Document
doc_39070,Document 39070,Document
doc_28961,Document 28961,Document
